disease_finding_id,disease_id,finding_id,presence,typicality,sensitivity_context,specificity_context,disease_stage,age_context,clinical_meaning,distinguishing_value,commonly_tested,step_levels,subject_exams,source_status
DNF-NEUR-D9A9AB9F1155,DIS-NEUR-001,FND-NEUR-PRONATORDRIFT,present,classic,Timing and phenotype determine sensitivity of pronator drift in Transient ischemic attack.,Pronator drift is interpreted against the disease-specific mimics of Transient ischemic attack.,condition-specific,condition-specific,Pronator drift contributes a defined finding pattern to the explicit Transient ischemic attack illness script.,The selected Pronator drift pattern differentiates Transient ischemic attack from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-4149028E80BD,DIS-NEUR-139,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Communicating hydrocephalus.,Lewy bodies is interpreted against the disease-specific mimics of Communicating hydrocephalus.,condition-specific,condition-specific,Lewy bodies contributes a defined finding pattern to the explicit Communicating hydrocephalus illness script.,The selected Lewy bodies pattern differentiates Communicating hydrocephalus from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-57C9F428815A,DIS-NEUR-139,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Communicating hydrocephalus.,Ventriculomegaly is interpreted against the disease-specific mimics of Communicating hydrocephalus.,condition-specific,condition-specific,Ventriculomegaly contributes a defined finding pattern to the explicit Communicating hydrocephalus illness script.,The selected Ventriculomegaly pattern differentiates Communicating hydrocephalus from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-86F810A49CE7,DIS-NEUR-139,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Communicating hydrocephalus.,Fluctuating attention is interpreted against the disease-specific mimics of Communicating hydrocephalus.,condition-specific,condition-specific,Fluctuating attention contributes a defined finding pattern to the explicit Communicating hydrocephalus illness script.,The selected Fluctuating attention pattern differentiates Communicating hydrocephalus from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-C24C1DD1340B,DIS-NEUR-139,FND-NEUR-116242E6B543,present,supportive,Timing and phenotype determine sensitivity of visual hallucinations in Communicating hydrocephalus.,Visual hallucinations is interpreted against the disease-specific mimics of Communicating hydrocephalus.,condition-specific,condition-specific,Visual hallucinations contributes a defined finding pattern to the explicit Communicating hydrocephalus illness script.,The selected Visual hallucinations pattern differentiates Communicating hydrocephalus from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-DB6F722732A4,DIS-NEUR-140,FND-NEUR-NEUROFIBRILLARYTANGL,present,classic,Timing and phenotype determine sensitivity of neurofibrillary tangles in Uncal herniation.,Neurofibrillary tangles is interpreted against the disease-specific mimics of Uncal herniation.,condition-specific,condition-specific,Neurofibrillary tangles contributes a defined finding pattern to the explicit Uncal herniation illness script.,The selected Neurofibrillary tangles pattern differentiates Uncal herniation from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-C88E3FCEE084,DIS-NEUR-140,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Uncal herniation.,Lewy bodies is interpreted against the disease-specific mimics of Uncal herniation.,condition-specific,condition-specific,Lewy bodies contributes a defined finding pattern to the explicit Uncal herniation illness script.,The selected Lewy bodies pattern differentiates Uncal herniation from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-937A57C34A85,DIS-NEUR-140,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Uncal herniation.,Ventriculomegaly is interpreted against the disease-specific mimics of Uncal herniation.,condition-specific,condition-specific,Ventriculomegaly contributes a defined finding pattern to the explicit Uncal herniation illness script.,The selected Ventriculomegaly pattern differentiates Uncal herniation from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-3F00361FB18F,DIS-NEUR-140,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Uncal herniation.,Fluctuating attention is interpreted against the disease-specific mimics of Uncal herniation.,condition-specific,condition-specific,Fluctuating attention contributes a defined finding pattern to the explicit Uncal herniation illness script.,The selected Fluctuating attention pattern differentiates Uncal herniation from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-6576756BB28F,DIS-NEUR-140,FND-NEUR-116242E6B543,present,supportive,Timing and phenotype determine sensitivity of visual hallucinations in Uncal herniation.,Visual hallucinations is interpreted against the disease-specific mimics of Uncal herniation.,condition-specific,condition-specific,Visual hallucinations contributes a defined finding pattern to the explicit Uncal herniation illness script.,The selected Visual hallucinations pattern differentiates Uncal herniation from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-D363D552F639,DIS-NEUR-141,FND-NEUR-NEUROFIBRILLARYTANGL,present,classic,Timing and phenotype determine sensitivity of neurofibrillary tangles in Papilledema.,Neurofibrillary tangles is interpreted against the disease-specific mimics of Papilledema.,condition-specific,condition-specific,Neurofibrillary tangles contributes a defined finding pattern to the explicit Papilledema illness script.,The selected Neurofibrillary tangles pattern differentiates Papilledema from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-276C032D5833,DIS-NEUR-141,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Papilledema.,Lewy bodies is interpreted against the disease-specific mimics of Papilledema.,condition-specific,condition-specific,Lewy bodies contributes a defined finding pattern to the explicit Papilledema illness script.,The selected Lewy bodies pattern differentiates Papilledema from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-66E4C2D5E2F6,DIS-NEUR-141,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Papilledema.,Ventriculomegaly is interpreted against the disease-specific mimics of Papilledema.,condition-specific,condition-specific,Ventriculomegaly contributes a defined finding pattern to the explicit Papilledema illness script.,The selected Ventriculomegaly pattern differentiates Papilledema from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-CBEBE67E11BC,DIS-NEUR-141,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Papilledema.,Fluctuating attention is interpreted against the disease-specific mimics of Papilledema.,condition-specific,condition-specific,Fluctuating attention contributes a defined finding pattern to the explicit Papilledema illness script.,The selected Fluctuating attention pattern differentiates Papilledema from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-3EEA48A959A4,DIS-NEUR-141,FND-NEUR-116242E6B543,present,supportive,Timing and phenotype determine sensitivity of visual hallucinations in Papilledema.,Visual hallucinations is interpreted against the disease-specific mimics of Papilledema.,condition-specific,condition-specific,Visual hallucinations contributes a defined finding pattern to the explicit Papilledema illness script.,The selected Visual hallucinations pattern differentiates Papilledema from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-10E24AE791E5,DIS-NEUR-142,FND-NEUR-AREFLEXIA,present,classic,Timing and phenotype determine sensitivity of areflexia in Oculomotor nerve palsy.,Areflexia is interpreted against the disease-specific mimics of Oculomotor nerve palsy.,condition-specific,condition-specific,Areflexia contributes a defined finding pattern to the explicit Oculomotor nerve palsy illness script.,The selected Areflexia pattern differentiates Oculomotor nerve palsy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-2D2DCDC6AB59,DIS-NEUR-142,FND-NEUR-F8CC1E183585,present,supportive,Timing and phenotype determine sensitivity of length-dependent sensory loss in Oculomotor nerve palsy.,Length-dependent sensory loss is interpreted against the disease-specific mimics of Oculomotor nerve palsy.,condition-specific,condition-specific,Length-dependent sensory loss contributes a defined finding pattern to the explicit Oculomotor nerve palsy illness script.,The selected Length-dependent sensory loss pattern differentiates Oculomotor nerve palsy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-2F88EFF3E939,DIS-NEUR-142,FND-NEUR-NOSENSORYLOSS,present,supportive,Timing and phenotype determine sensitivity of no sensory loss in Oculomotor nerve palsy.,No sensory loss is interpreted against the disease-specific mimics of Oculomotor nerve palsy.,condition-specific,condition-specific,No sensory loss contributes a defined finding pattern to the explicit Oculomotor nerve palsy illness script.,The selected No sensory loss pattern differentiates Oculomotor nerve palsy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-911B85F0470E,DIS-NEUR-142,FND-NEUR-FASCICULATIONS,present,supportive,Timing and phenotype determine sensitivity of fasciculations in Oculomotor nerve palsy.,Fasciculations is interpreted against the disease-specific mimics of Oculomotor nerve palsy.,condition-specific,condition-specific,Fasciculations contributes a defined finding pattern to the explicit Oculomotor nerve palsy illness script.,The selected Fasciculations pattern differentiates Oculomotor nerve palsy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-BDAECA2E24C3,DIS-NEUR-143,FND-NEUR-AREFLEXIA,present,classic,Timing and phenotype determine sensitivity of areflexia in Abducens nerve palsy.,Areflexia is interpreted against the disease-specific mimics of Abducens nerve palsy.,condition-specific,condition-specific,Areflexia contributes a defined finding pattern to the explicit Abducens nerve palsy illness script.,The selected Areflexia pattern differentiates Abducens nerve palsy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-83156714CD4C,DIS-NEUR-143,FND-NEUR-F8CC1E183585,present,supportive,Timing and phenotype determine sensitivity of length-dependent sensory loss in Abducens nerve palsy.,Length-dependent sensory loss is interpreted against the disease-specific mimics of Abducens nerve palsy.,condition-specific,condition-specific,Length-dependent sensory loss contributes a defined finding pattern to the explicit Abducens nerve palsy illness script.,The selected Length-dependent sensory loss pattern differentiates Abducens nerve palsy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-A39A2722D509,DIS-NEUR-143,FND-NEUR-NOSENSORYLOSS,present,supportive,Timing and phenotype determine sensitivity of no sensory loss in Abducens nerve palsy.,No sensory loss is interpreted against the disease-specific mimics of Abducens nerve palsy.,condition-specific,condition-specific,No sensory loss contributes a defined finding pattern to the explicit Abducens nerve palsy illness script.,The selected No sensory loss pattern differentiates Abducens nerve palsy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
